regime,sample,x_E,y_E,alt,u,v,w,phi,theta,psi,p,q,r,T1,dp1,dy1,dp1_dot,dy1_dot,T2,dp2,dy2,dp2_dot,dy2_dot
dispersed,0,-275.08739680051804,150.04899334162474,977.8677550144494,-4.263169062323868,6.855388887226582,11.97623470146209,1.8271048553287983,-1.3074062298983335,-27.89749503135681,5.9088637586683035,-17.594432923942804,-2.6247508358210325,21665.884421616793,3.7711582481861123,-5.90691988170147,0.013255181908608193,10.382510599493983,19921.200082823634,5.228234019130469,4.085221633315087,-4.254785397648812,-4.630997130274773
dispersed,1,278.1038258224726,503.3981781452894,1286.7638951167464,5.489914226345718,-3.439905233681202,7.156121803447604,20.50213608890772,6.810544803738594,22.256572619080544,-17.526671709492803,15.63483476638794,8.043602667748928,15475.13062030077,2.245011046528817,5.0364559069275865,12.36909412443638,-4.801897993683816,12805.261626690626,-5.184989947825671,0.011279985308647156,-11.458735191822054,2.1294826894998558
dispersed,2,-852.0418563857675,-478.06894686073065,746.0660064592957,-21.608061441220343,3.7867012470960617,27.020043961703777,-21.07012807391584,-16.769399447366595,-2.4867718666791916,21.76842517219484,-7.380364881828427,-20.8083460573107,5660.814609527588,-5.058803189545871,-1.9124292209744453,-11.689718556404115,2.819533261656762,7745.950461104512,1.719999834895134,-5.249648407101632,12.011217623949054,-12.5092616468668
dispersed,3,8.461853116750717,-889.5522141829133,992.6693591289222,8.566521848551929,-0.37370089441537857,-4.093804094940424,-17.217843513935804,-23.43095946125686,-13.048850074410439,8.223497588187456,-2.694511879235506,5.587417725473642,4210.423072949052,5.679018516093493,3.529510561376811,9.731979990005495,-2.7969280868768696,15125.279400870204,1.223369836807251,-0.4202941283583641,0.37168464660644496,12.722317689657213
dispersed,4,668.1425420567393,282.38853234797716,692.057766020298,-8.200520710088313,-9.237127304077148,11.090996437706053,11.447235802188516,-7.151190517470241,-37.32555076479912,17.808631528168917,-22.283338429406285,24.09834899008274,18061.02468006313,-3.1287698373198514,1.3835593722760677,-5.564840278029443,-10.521131506562234,6745.49544878304,3.8029903583228597,2.258703567087651,-8.590421614050866,6.193551814556123
dispersed,5,-11.611809208989143,-311.4810135215521,1233.8361594825983,0.8633477939292789,10.342723824083805,23.228048874996603,-11.234737746417522,16.327280551195145,17.417808026075363,-21.46521033719182,1.5276078134775162,-11.08795185573399,8268.342552408576,0.31353292241692543,-4.416823167353869,6.685426783561706,12.401185521483423,21924.948969334364,-1.267992988228798,-4.496342562139035,7.567916974425316,-8.417068809270859
dispersed,6,-181.2008259817958,614.8974476382136,579.055267572403,7.36439120490104,-8.043937347829342,23.93005828000605,13.002639915794134,5.470084259286523,35.0087471306324,24.814506247639656,4.326741257682443,-4.281184310093522,3233.884599581361,-3.835862081497908,5.394060943275691,-8.491639959812165,-5.7472205668687835,8640.629268735647,-3.3686726018786435,0.9002296887338161,-3.1739290058612823,10.817519035935405
dispersed,7,502.01383978128433,-584.2088408768177,1136.208974197507,-19.05880135949701,8.352647423744202,4.05860748514533,-12.801621528342366,-20.902218483388424,-15.247298032045364,-14.407440833747387,-19.508621003478765,16.85518156737089,12417.100032046437,1.0246384665369987,-2.282119017094374,7.35519521534443,0.07421927154064178,13699.930745437741,0.653499785810709,-5.857906345278026,2.155407285690309,-3.3730655103921894
dispersed,8,178.1847020611167,40.33500216901302,543.1449673138559,-2.565736356191337,5.286523662507534,2.9366729790344834,6.872975826263428,-11.021937988698483,-34.524074867367744,-11.121023260056973,-5.516533413901925,9.709042590111494,9852.649263367057,-2.168637122958899,-4.7989489920437345,-4.341613090038301,7.868449804186824,3105.9310483187437,3.3179884180426606,3.1961396299302587,-10.37749079167843,-10.33595699965954
dispersed,9,-506.0053791850805,-13.000336848199368,1103.4562814049423,-11.347620612941682,-4.941924914717674,15.073780491016805,-6.281312135979533,15.512012550607324,14.599166139960289,2.777327224612236,20.69993894547224,-22.2799941431731,19031.425000354648,4.982787586748601,1.7748431526124477,5.012185862660409,-13.310110357403758,18285.242138504982,-0.6044649593532085,-2.0589537061750893,9.35167737901211,4.301504275202753
upset,0,-183.39159786701202,100.03266222774982,869.7460481896996,-3.3383602229878306,8.569236109033227,15.432940637692809,2.9233677685260773,-2.0918499678373337,-41.84624254703522,7.090636510401964,-21.113319508731365,-3.149701002985239,21665.884421616793,3.7711582481861123,-5.90691988170147,0.013255181908608193,10.382510599493983,19921.200082823634,5.228234019130469,4.085221633315087,-4.254785397648812,-4.630997130274773
upset,1,570.6887047737837,-80.61700612306595,574.1985084488988,-15.871154344640672,-8.178770877420902,4.406107971444726,-3.2071886211633682,35.533369183540344,11.967980414628983,-9.499618615955114,11.206124480813742,18.47838643938303,11853.228565305471,-0.9602987207472324,2.8941670954227456,-1.1268620967864997,-12.596058145165445,4741.898530721664,-1.764527142047882,-2.6669877916574483,4.814999082684519,9.558249422907831
upset,2,185.40255054831505,335.59878543019295,1038.2348518818617,9.201318291015923,-4.299881542101502,11.051019821316004,32.80341774225235,10.89687168598175,33.384858928620815,-21.032006051391363,18.761801719665527,9.652323201298714,15475.13062030077,2.245011046528817,5.0364559069275865,12.36909412443638,-4.801897993683816,12805.261626690626,-5.184989947825671,0.011279985308647156,-11.458735191822054,2.1294826894998558
upset,3,-568.0279042571783,-318.7126312404871,743.3087307959795,-25.63893613871187,4.733376558870077,29.10913087427616,-33.71220491826534,-26.831039115786552,-3.7301578000187874,26.122110206633806,-8.856437858194113,-24.97001526877284,5660.814609527588,-5.058803189545871,-1.9124292209744453,-11.689718556404115,2.819533261656762,7745.950461104512,1.719999834895134,-5.249648407101632,12.011217623949054,-12.5092616468668
upset,4,-448.03161956369877,576.0913610458374,582.8523395583034,-21.156298010610044,1.776795107871294,18.888776879757643,28.513503298163414,0.2955925464630127,49.24096930772066,-6.755174361169338,28.13845982775092,-22.321047205477953,14005.151402428746,-2.8667084053158765,-0.4201347939670086,-10.418438467383385,4.880754885077476,10065.81619143486,-3.759647581726313,4.837797559797765,-1.386485606431961,-1.4388034343719482
upset,5,5.641235411167145,-593.0348094552755,877.8196504339576,13.156956662423909,-0.4671261180192232,0.8238144591450691,-27.548549622297287,-37.48953513801098,-19.573275111615658,9.868197105824947,-3.2334142550826073,6.704901270568371,4210.423072949052,5.679018516093493,3.529510561376811,9.731979990005495,-2.7969280868768696,15125.279400870204,1.223369836807251,-0.4202941283583641,0.37168464660644496,12.722317689657213
upset,6,445.42836137115955,188.2590215653181,713.8496905565262,-8.400669484399259,-11.546409130096436,14.628178579732776,18.315577283501625,-11.441904827952385,-55.98832614719868,21.3703578338027,-26.740006115287542,28.91801878809929,18061.02468006313,-3.1287698373198514,1.3835593722760677,-5.564840278029443,-10.521131506562234,6745.49544878304,3.8029903583228597,2.258703567087651,-8.590421614050866,6.193551814556123
upset,7,-7.741206139326096,-207.65400901436806,1009.3651778995991,3.25287573505193,12.928404780104756,25.661862613633275,-17.975580394268036,26.12364888191223,26.126712039113045,-25.758252404630184,1.8331293761730194,-13.305542226880789,8268.342552408576,0.31353292241692543,-4.416823167353869,6.685426783561706,12.401185521483423,21924.948969334364,-1.267992988228798,-4.496342562139035,7.567916974425316,-8.417068809270859
upset,8,-120.80055065453053,409.9316317588091,652.2119641304016,11.611360120587051,-10.054921684786677,26.300052981823683,20.804223865270615,8.752134814858437,52.5131206959486,29.777407497167587,5.192089509218931,-5.1374211721122265,3233.884599581361,-3.835862081497908,5.394060943275691,-8.491639959812165,-5.7472205668687835,8640.629268735647,-3.3686726018786435,0.9002296887338161,-3.1739290058612823,10.817519035935405
upset,9,334.6758931875229,-389.47256058454514,956.1139859259129,-22.361316033639014,10.440809279680252,8.235097713768482,-20.482594445347786,-33.44354957342148,-22.870947048068047,-17.288929000496864,-23.41034520417452,20.22621788084507,12417.100032046437,1.0246384665369987,-2.282119017094374,7.35519521534443,0.07421927154064178,13699.930745437741,0.653499785810709,-5.857906345278026,2.155407285690309,-3.3730655103921894
low_late,0,-61.13053262233734,33.344220742583275,146.27407791092992,-4.263169062323868,7.997953701764345,18.889646573923528,2.046357437968254,-1.4642949774861336,-27.89749503135681,3.7816728055477142,-11.260437071323395,-1.6798405349254608,9159.832889292611,2.514105498790741,-3.9379465878009796,0.007363989949226379,5.7680614441633224,8673.780663019517,3.485489346086979,2.7234810888767242,-2.3637696653604507,-2.572776183485985
low_late,1,61.80085018277168,111.86626181006432,185.58813210576773,5.489914226345718,-4.013222772628069,14.945917839184403,22.962392419576645,7.627810180187225,22.256572619080544,-11.217069894075394,10.006294250488281,5.147905707359314,7435.148600832908,1.4966740310192108,3.357637271285057,6.87171895802021,-2.6677211076021194,6691.348854742817,-3.4566599652171135,0.0075199902057647705,-6.365963995456696,1.1830459386110306
low_late,2,1.8804118037223816,-197.67826981842518,148.1579184345901,8.566521848551929,-0.43598437681794167,5.741433013230562,-19.2839847356081,-26.242674596607685,-13.048850074410439,5.263038456439972,-1.7244876027107239,3.575947344303131,4296.909745835809,3.7860123440623283,2.3530070409178734,5.406655550003052,-1.5538489371538162,7337.683426023001,0.815579891204834,-0.28019608557224274,0.20649147033691406,7.067954272031784
low_late,3,148.47612045705318,62.75300718843937,109.89826112985611,-8.200520710088313,-10.77664852142334,18.165360721759498,12.820904098451138,-8.00933337956667,-37.32555076479912,11.397524178028107,-14.261336594820023,15.422943353652954,8155.553740437288,-2.085846558213234,0.9223729148507118,-3.091577932238579,-5.8450730592012405,5003.156454561273,2.5353269055485725,1.5058023780584335,-4.772456452250481,3.4408621191978455
low_late,4,-2.580402046442032,-69.21800300478935,178.85187484323978,0.8633477939292789,12.066511128097773,28.095676352269948,-12.582906275987625,18.286554217338562,17.417808026075363,-13.737734615802765,0.9776690006256104,-7.096289187669754,5427.4069671226025,0.2090219482779503,-2.9445487782359123,3.7141259908676147,6.889547511935234,9232.005773158617,-0.8453286588191986,-2.9975617080926895,4.2043983191251755,-4.67614933848381
low_late,5,-40.26685021817684,136.64387725293636,95.51612496376038,7.36439120490104,-9.384593572467566,28.670047683641315,14.56295670568943,6.126494370400906,35.0087471306324,15.88128399848938,2.7691144049167633,-2.739957958459854,4024.8555475674743,-2.5572413876652718,3.59604062885046,-4.717577755451202,-3.192900314927101,5531.122454938491,-2.245781734585762,0.6001531258225441,-1.7632938921451569,6.00973279774189
low_late,6,111.55863106250763,-129.82418686151505,166.42659671604633,-19.05880135949701,9.744755327701569,12.411587942391634,-14.33781611174345,-23.410484701395035,-15.247298032045364,-9.220762133598328,-12.48551744222641,10.78731620311737,6583.210778968589,0.6830923110246658,-1.5214126780629158,4.086219564080238,0.04123292863368988,6940.595040586166,0.435666523873806,-3.9052708968520164,1.197448492050171,-1.8739252835512161
low_late,7,39.59660045802593,8.963333815336227,90.94572311267257,-2.565736356191337,6.167610939592123,11.493641528300941,7.697732925415039,-12.3445705473423,-34.524074867367744,-7.117454886436462,-3.530581384897232,6.213787257671356,5868.779533402092,-1.445758081972599,-3.1992993280291557,-2.4120072722434998,4.371361002326012,3989.208922520239,2.2119922786951065,2.1307597532868385,-5.7652726620435715,-5.742198333144188
low_late,8,-112.44563981890678,-2.888963744044304,162.25807217881083,-11.347620612941682,-5.76557906717062,21.42400221992284,-7.035069592297077,17.373454056680202,14.599166139960289,1.777489423751831,13.247960925102234,-14.259196251630783,8425.897908471763,3.3218583911657333,1.1832287684082985,2.7845477014780045,-7.394505754113197,8218.018561391858,-0.4029766395688057,-1.372635804116726,5.195376321673393,2.3897245973348618
low_late,9,-152.04129964113235,88.68950307369232,199.13286175578833,-14.970565526746213,-2.18576467782259,25.561352892778814,3.710419900715351,-5.744101136922836,-20.096019133925438,-15.702363342046738,-6.529767692089081,-8.956890136003494,6169.561385718465,1.892506755888462,0.1844578981399536,1.4996711611747742,-4.265023842453957,8982.764702197857,3.7618260830640793,1.0984376594424248,-3.3572901636362076,4.361291348934174
critical,0,-42.79137283563614,23.340954519808292,105.46190722845495,-3.3383602229878306,10.283083330839872,21.375215219333768,2.5579467974603176,-1.830368721857667,-34.871868789196014,5.199800107628107,-15.483100973069668,-2.3097807355225086,9733.474225802081,3.7711582481861115,-5.906919881701469,0.011045984923839569,8.652092166244984,9139.410393690523,5.228234019130468,4.085221633315086,-3.545654498040676,-3.859164275228977
critical,1,43.26059512794018,78.30638326704502,130.73522778227925,9.201318291015923,-5.159857850521803,17.577550511807203,28.702990524470806,9.534762725234032,27.82071577385068,-15.423471104353666,13.758654594421387,7.078370347619057,7625.526762129111,2.2450110465288162,5.036455906927586,10.307578437030315,-4.001581661403179,6716.4381835745535,-5.18498994782567,0.011279985308647156,-9.548945993185043,1.7745689079165459
critical,2,1.3162882626056671,-138.37478887289762,106.67294756509364,13.156956662423909,-0.5605513416230679,8.71397253125906,-24.104980919510126,-32.803343245759606,-16.311062593013048,7.236677877604961,-2.3711704537272453,4.916927598416805,3789.9014949104344,5.6790185160934925,3.52951056137681,8.109983325004578,-2.3307734057307243,7506.4026595836685,1.223369836807251,-0.4202941283583641,0.3097372055053711,10.601931408047676
critical,3,103.93328431993723,43.92710503190756,82.07745358347893,-8.400669484399259,-13.855690956115723,20.67775476910174,16.026130123063922,-10.011666724458337,-46.6569384559989,15.671595744788647,-19.60933781787753,21.206547111272812,8506.021932756687,-3.128769837319851,1.3835593722760677,-4.637366898357868,-8.76760958880186,4653.091916686,3.802990358322859,2.2587035670876503,-7.158684678375721,5.161293178796768
critical,4,-1.8062814325094223,-48.45260210335255,126.40477668493986,3.25287573505193,15.514085736125708,30.240280931815505,-15.728632844984531,22.858192771673203,21.772260032594204,-18.8893850967288,1.3442948758602142,-9.757397633045912,5171.6203209276255,0.31353292241692543,-4.4168231673538685,5.571188986301422,10.334321267902851,9821.685528304977,-1.267992988228798,-4.496342562139034,6.306597478687763,-7.014224007725716
critical,5,-28.18679515272379,95.65071407705545,72.83179461956024,11.611360120587051,-12.065906021744013,30.79337925091386,18.203695882111788,7.658117963001132,43.7609339132905,21.836765497922897,3.8075323067605495,-3.7674421928822994,3457.390808138024,-3.8358620814979076,5.39406094327569,-7.076366633176804,-4.789350472390652,5298.383694924822,-3.368672601878643,0.9002296887338161,-2.6449408382177353,9.014599196612835
critical,6,78.09104174375534,-90.87693080306053,118.41709788888693,-22.361316033639014,12.528971135616302,15.137084685266018,-17.922270139679313,-29.263105876743793,-19.059122540056705,-12.6785479336977,-17.167586483061314,14.832559779286385,6584.269424294943,1.0246384665369987,-2.2821190170943737,6.1293293461203575,0.06184939295053482,7021.072410716426,0.653499785810709,-5.857906345278025,1.7961727380752563,-2.810887925326824
critical,7,27.717620320618153,6.274333670735359,69.89367914386094,-1.1559467436745763,7.929785493761301,14.253136286512017,9.622166156768799,-15.430713184177876,-43.15509358420968,-9.786500468850136,-4.854549404233694,8.543957479298115,5711.075679713668,-2.1686371229588985,-4.798948992043734,-3.6180109083652496,6.5570415034890175,3413.82271085807,3.3179884180426598,3.196139629930258,-8.647908993065357,-8.613297499716282
critical,8,-78.71194787323475,-2.0222746208310127,115.73733211494982,-12.446940788067877,-7.412887372076511,23.81570584140718,-8.793836990371346,21.716817570850253,18.24895767495036,2.4440479576587677,18.21594627201557,-19.606394845992327,8836.442582576601,4.9827875867486,1.7748431526124477,4.176821552217007,-11.091758631169796,8582.367825034495,-0.6044649593532085,-2.058953706175089,7.79306448251009,3.5845868960022926
critical,9,-106.42890974879265,62.082652151584625,139.44255398586392,-17.105012820102274,-2.810268871486187,27.799821304157376,4.638024875894189,-7.180126421153545,-25.120023917406797,-21.590749595314264,-8.978430576622486,-12.315723937004805,6078.697943655903,2.838760133832693,0.2766868472099304,2.2495067417621613,-6.397535763680935,9517.05755268627,5.642739124596119,1.6476564891636372,-5.035935245454311,6.54193702340126
